66	589	0.41
66	561	0.98
66	820	0.44
66	215	0.96
66	602	0.30
66	859	0.52
67	320	0.73
67	356	0.84
67	709	0.47
67	908	0.71
67	240	0.50
67	468	0.46
67	948	0.54
68	728	0.96
68	882	0.87
68	482	0.67
68	823	0.23
69	740	0.32
69	331	0.01
69	588	0.80
69	653	0.36
69	209	0.03
69	275	0.19
69	725	0.26
69	214	0.64
69	666	0.47
69	156	0.31
70	613	0.16
70	423	0.11
70	407	0.48
70	109	0.37
70	628	0.62
70	855	0.99
70	638	0.17
70	575	0.48
71	892	0.23
71	365	0.67
71	110	0.10
71	796	0.52
71	670	0.46
72	708	0.31
72	934	0.06
72	626	0.33
72	376	0.74
72	729	0.79
73	107	0.16
73	714	0.55
73	939	0.56
73	397	0.27
73	191	0.44
74	833	0.99
74	220	0.66
74	601	0.98
75	566	1.00
75	429	0.96
75	430	0.87
75	925	0.48
75	150	0.89
75	381	0.58
76	369	0.98
76	163	0.45
76	692	0.18
76	717	0.27
76	534	0.73
77	963	0.60
77	840	0.17
77	887	0.58
77	139	0.42
77	631	0.32
77	190	0.51
77	831	0.38
78	548	0.68
78	805	0.67
78	292	0.93
78	973	0.70
78	302	1.00
78	239	0.66
78	598	0.50
78	120	0.17
78	985	0.72
78	987	0.78
78	639	0.02
79	928	0.91
79	482	0.36
79	969	0.00
79	235	0.65
79	258	0.38
79	823	0.13
80	608	0.06
80	769	0.96
80	580	0.68
80	485	0.81
80	158	0.60
80	908	0.07
80	781	0.06
80	526	0.56
80	337	0.55
80	883	0.33
80	629	0.01
80	342	1.00
80	220	0.14
80	990	0.44
81	514	0.64
81	518	0.76
81	359	0.51
81	649	0.46
81	234	0.26
81	299	0.43
81	561	0.29
81	627	0.45
81	820	0.46
81	602	0.42
81	859	0.87
82	552	0.82
82	633	0.83
82	907	0.68
82	733	0.98
82	758	0.31
83	773	0.26
83	746	0.49
83	175	0.08
83	559	0.79
83	660	0.50
83	794	0.44
83	379	0.68
83	125	0.30
84	998	0.26
84	454	0.22
84	777	0.73
84	334	0.13
84	916	0.19
84	952	0.69
84	124	0.96
85	924	0.73
85	874	0.89
85	971	0.37
85	940	0.56
85	239	0.96
85	724	0.25
85	382	0.38
85	137	0.71
85	120	0.37
85	987	0.17
85	860	0.69
85	540	0.31
86	866	0.75
86	547	0.26
86	325	0.26
86	903	0.35
86	171	0.96
86	125	0.89
86	464	0.68
86	146	0.71
86	532	0.03
86	599	0.16
86	184	0.45
86	573	0.52
86	607	0.72
87	705	0.43
87	111	0.55
87	829	0.36
87	942	0.86
87	345	0.87
88	806	0.17
88	169	0.30
88	402	0.57
88	498	0.29
88	953	0.66
88	251	0.28
89	427	0.08
89	612	0.25
89	779	0.45
89	206	0.34
89	594	0.51
89	596	0.65
89	889	0.07
89	799	0.21
90	827	0.05
90	228	0.23
90	238	0.85
90	306	0.02
90	276	0.04
90	762	0.29
90	347	0.88
90	284	0.73
90	634	0.59
90	319	0.02
91	706	0.70
91	998	0.51
91	679	0.08
91	458	0.78
91	555	0.83
91	624	0.20
91	249	0.99
91	443	1.00
91	124	0.35
92	387	0.96
92	997	0.25
92	870	0.23
92	295	0.75
92	135	0.60
92	558	0.51
92	719	0.24
92	981	0.60
93	674	0.33
93	809	0.85
93	909	0.09
93	557	0.13
93	944	0.48
93	116	0.15
93	702	0.51
94	290	0.75
94	484	0.70
94	714	0.94
94	333	0.10
94	626	0.05
94	472	0.95
94	729	0.16
94	955	0.41
94	958	0.95
95	768	0.57
95	385	0.06
95	579	0.50
95	854	0.72
95	487	0.87
95	103	0.96
95	460	0.96
95	208	0.27
95	273	0.54
95	819	0.69
95	469	0.45
95	726	0.61
95	982	0.54
95	281	0.59
95	286	0.76
95	357	0.63
96	643	0.21
96	718	0.63
96	431	0.81
96	402	0.87
96	372	0.44
96	251	0.62
97	643	0.97
97	263	0.81
97	587	0.35
97	623	0.92
97	113	0.34
97	372	0.61
98	896	0.53
98	810	0.22
98	110	0.44
98	241	0.58
98	754	0.59
98	531	0.83
98	148	0.05
98	310	0.90
98	600	0.49
98	826	0.00
98	219	0.80
98	959	0.21
99	448	0.14
99	761	0.46
99	610	0.60
99	326	0.87
99	280	0.97
100	162	0.77
100	838	0.79
100	424	0.20
100	493	0.52
100	463	0.28
100	466	0.16
100	243	0.82
100	122	0.24
100	815	0.55
100	380	0.23
100	253	0.96
101	929	0.09
101	324	0.54
101	805	0.27
101	263	0.56
101	587	0.98
101	876	0.39
101	592	0.57
101	157	0.88
101	639	0.94
102	193	0.54
102	484	0.74
102	585	0.67
102	714	0.64
102	939	0.57
103	385	0.22
103	460	0.85
103	752	0.97
103	273	0.84
103	819	0.86
103	982	0.29
103	798	0.31
104	673	0.17
104	323	0.41
104	617	0.70
104	170	0.72
104	491	0.19
104	338	0.45
104	822	0.47
104	503	0.44
104	506	0.99
104	702	0.64
104	863	0.33
105	576	0.60
105	324	0.42
105	782	0.18
105	178	0.96
105	408	0.56
105	157	0.90
106	976	0.23
106	328	0.67
106	187	0.23
106	989	0.39
106	141	0.86
107	484	0.29
107	714	0.93
107	939	0.97
107	397	0.13
107	174	0.35
107	721	0.22
107	191	0.06
108	367	0.07
108	361	0.80
108	114	0.27
108	511	0.39
108	991	0.68
109	837	0.18
109	618	0.39
109	112	0.79
109	946	0.93
109	790	0.44
109	855	0.86
109	575	0.46
109	988	0.07
109	613	0.42
110	416	0.07
110	516	0.45
110	327	0.88
110	892	0.97
110	365	0.79
110	754	0.64
110	148	0.19
110	600	0.81
110	826	0.43
110	219	0.49
110	796	0.76
111	705	0.68
111	749	0.72
111	942	0.49
111	305	0.21
111	345	0.06
111	764	0.17
111	478	0.34
112	992	0.73
112	294	0.86
112	837	0.08
112	902	0.93
112	521	0.70
112	812	0.36
112	813	0.23
112	977	0.34
112	790	0.15
112	988	0.85
113	643	0.06
113	587	0.84
113	688	0.21
113	372	0.20
114	132	0.41
114	232	0.22
114	361	0.03
114	536	0.99
114	604	0.65
115	928	0.01
115	258	0.71
115	487	0.82
115	968	0.17
115	363	0.50
115	332	0.94
115	661	0.95
115	349	0.86
115	414	0.72
116	674	0.68
116	199	0.29
116	871	0.32
116	909	0.40
116	944	0.21
117	768	0.65
117	592	0.92
117	213	0.42
117	324	0.89
117	805	0.21
117	198	0.04
117	426	0.22
117	876	0.46
117	877	0.46
117	726	0.55
117	853	0.92
117	854	0.66
117	283	0.26
117	767	0.83
118	736	0.31
118	123	0.85
118	963	0.32
118	620	0.18
118	492	0.03
118	419	0.90
118	886	0.21
118	763	0.43
119	608	0.52
119	289	0.03
119	485	0.59
119	158	0.24
119	584	0.88
119	329	0.75
119	910	0.19
119	591	0.17
119	307	0.82
119	629	0.87
119	667	0.67
119	990	0.45
120	929	0.51
120	548	0.21
120	137	0.63
120	874	0.96
120	971	0.71
120	940	0.19
120	239	0.07
120	292	0.74
120	987	0.12
121	672	0.13
121	481	0.81
121	298	0.60
121	432	0.38
121	923	0.52
121	285	0.00
122	838	0.66
122	975	0.48
122	433	0.45
122	243	0.46
122	212	0.03
123	736	0.24
123	224	0.01
123	763	0.48
123	620	0.40
123	492	0.12
123	419	0.05
123	886	0.26
123	442	0.20
123	827	0.82
123	284	0.08
124	832	0.04
124	998	0.35
124	679	0.42
124	952	0.93
124	249	0.84
125	547	0.31
125	746	0.94
125	171	0.08
125	143	1.00
125	464	0.52
125	532	0.32
125	184	0.31
125	379	0.04
125	607	0.93
126	325	0.29
126	146	0.16
126	573	0.18
126	850	0.42
126	883	0.38
126	439	0.40
126	152	0.54
126	186	0.84
126	221	0.93
127	516	0.90
127	786	0.88
127	848	0.43
127	914	0.92
127	895	0.25
127	735	0.78
128	467	0.06
128	911	0.58
128	145	0.11
128	787	0.55
128	375	0.73
128	792	0.18
128	954	0.66
128	335	0.44
128	703	0.41
129	321	0.30
129	994	0.03
129	906	0.96
129	173	0.71
129	622	0.60
129	698	0.75
129	479	0.18
130	388	0.71
130	934	0.95
130	748	0.80
130	368	0.37
130	277	0.03
130	313	0.90
130	603	0.14
130	318	0.51
131	513	0.56
131	713	0.87
131	463	0.33
131	533	0.72
131	246	0.52
131	553	0.68
131	539	0.19
131	380	0.17
131	253	0.57
131	159	0.16
132	232	0.48
132	361	0.83
132	438	0.54
132	474	0.11
132	604	0.58
133	187	0.14
133	261	0.72
133	679	0.16
133	875	0.15
133	242	0.76
133	635	0.88
133	989	0.80
134	928	0.08
134	258	0.92
134	235	0.07
134	935	0.07
134	682	0.71
134	363	0.09
134	181	0.01
134	921	0.02
134	348	0.68
134	349	0.56
135	995	0.62
135	997	0.96
135	870	0.54
135	839	0.72
135	295	0.61
135	558	0.34
135	719	0.47
135	387	0.46
135	981	0.16
135	471	0.96
136	578	0.77
136	163	0.32
136	165	0.25
136	776	0.92
136	366	0.85
136	680	0.19
136	821	0.81
136	760	0.79
136	185	0.66
137	924	0.66
137	874	0.44
137	971	0.15
137	940	0.19
137	239	0.40
137	987	0.07
137	860	0.50
137	540	0.55
138	899	0.46
138	388	0.66
138	197	0.26
138	264	0.64
138	844	0.75
138	203	0.29
138	748	0.69
138	368	0.78
138	470	0.80
138	759	0.80
138	858	0.96
138	603	0.75
138	318	0.60
139	963	0.55
139	840	0.28
139	887	0.99
139	190	0.24
139	831	0.52
140	353	0.44
140	515	0.56
140	551	0.04
140	456	0.58
140	204	0.73
140	524	0.10
140	749	0.21
140	723	0.32
140	660	0.48
140	700	0.14
140	415	0.07
141	834	0.60
141	328	0.32
141	976	0.43
141	537	0.09
141	831	0.39
142	793	0.08
142	226	0.41
142	259	0.52
142	260	0.48
142	445	0.22
143	336	0.96
143	866	0.55
143	547	0.05
143	360	0.60
143	364	0.73
143	215	0.94
143	716	0.19
143	589	0.04
143	464	0.52
143	532	0.63
143	171	0.83
143	247	0.36
143	184	0.61
143	233	0.33
143	316	0.05
144	920	0.18
144	300	0.95
144	764	0.16
144	797	0.65
144	542	0.00
145	546	0.03
145	520	0.67
145	911	0.65
145	467	0.42
145	212	0.87
145	693	0.70
145	246	0.20
145	375	0.08
145	792	0.26
145	703	0.88
146	866	0.89
146	547	0.50
146	325	0.78
146	903	0.86
146	364	0.80
146	464	0.77
146	465	0.61
146	532	0.96
146	152	0.83
146	599	0.71
146	184	0.51
146	186	0.27
146	573	0.02
147	544	0.73
147	256	0.18
147	905	0.84
147	842	0.18
147	535	0.28
147	684	0.31
147	493	0.59
147	466	0.47
147	340	0.84
147	533	0.93
147	681	0.66
147	377	0.87
147	894	0.61
148	896	0.49
148	241	0.16
148	754	0.94
148	531	0.20
148	310	0.40
148	600	0.73
148	441	0.96
148	219	0.36
149	360	0.61
149	746	0.78
149	171	0.23
149	716	0.72
149	589	0.42
149	820	0.57
149	215	0.15
149	602	0.35
150	429	0.10
150	430	0.28
150	925	0.57
150	566	0.50
150	381	0.33
151	425	0.84
151	494	0.70
151	338	0.75
151	211	0.14
151	617	0.25
151	825	0.47
151	154	0.99
152	903	0.75
152	599	0.57
152	221	0.17
152	465	0.92
152	850	0.27
152	439	0.81
152	186	0.95
152	573	0.71
153	960	0.67
153	738	0.77
153	168	0.04
153	522	0.79
153	593	0.36
153	190	0.92
153	159	0.26
154	519	0.80
154	616	0.83
154	617	0.44
154	491	0.24
154	338	0.40
154	494	0.85
154	658	0.44
154	668	0.62
154	572	0.71
155	229	0.14
155	236	0.78
155	656	0.64
155	245	0.51
155	663	0.46
155	795	0.76
155	509	0.87
156	588	0.58
156	817	0.86
156	979	0.76
156	915	0.78
157	324	0.79
157	263	0.97
157	592	0.14
157	805	0.17
158	608	0.55
158	584	0.56
158	329	0.25
158	910	0.03
158	591	0.13
158	307	0.33
158	629	0.69
158	220	0.71
158	990	0.91
159	648	0.99
159	713	0.18
159	593	0.84
159	693	0.46
160	800	0.61
160	770	0.34
160	430	0.46
161	641	0.51
161	772	0.11
161	549	0.75
161	583	0.97
161	437	0.87
161	268	0.47
161	304	0.09
161	297	0.19
161	597	0.78
161	311	0.17
161	252	0.54
161	957	0.66
161	501	0.56
162	424	0.54
162	905	0.13
162	493	0.34
162	463	0.17
162	466	0.00
162	243	0.31
162	815	0.81
162	380	0.28
162	253	0.39
162	894	0.59
163	802	0.85
163	165	0.40
163	872	0.63
163	578	0.36
163	366	0.05
163	717	0.09
163	369	0.63
163	821	0.40
163	534	0.36
163	185	0.64
164	965	0.20
164	391	0.90
164	683	0.84
164	788	0.90
164	918	0.64
164	216	0.64
164	989	0.29
165	872	0.59
165	802	0.86
165	366	0.39
166	435	0.43
166	483	0.14
166	701	0.50
167	838	0.34
167	520	0.86
167	265	0.34
167	686	0.42
167	975	0.78
167	433	0.60
167	574	0.42
168	960	0.79
168	738	0.64
168	804	0.79
168	563	0.47
168	190	0.78
169	806	0.93
169	402	0.36
169	498	0.70
169	953	0.11
169	251	0.89
170	323	0.73
170	616	0.81
170	491	0.89
170	338	0.42
170	499	0.22
170	822	0.24
170	503	0.98
170	506	0.02
170	411	0.07
170	350	0.77
170	863	0.75
171	547	0.42
171	360	0.47
171	746	0.13
171	716	0.21
171	589	0.83
171	464	0.39
171	532	0.78
171	215	0.08
171	184	0.38
171	379	0.93
171	607	0.00
172	835	0.29
172	525	0.07
172	174	0.03
172	496	0.99
172	739	0.35
172	182	0.71
172	857	0.25
173	321	0.12
173	994	0.10
173	906	0.77
173	622	0.08
173	793	0.54
173	698	0.73
173	479	0.45
174	739	0.54
174	721	0.21
174	881	0.21
174	182	0.82
174	857	0.57
175	353	0.31
175	515	0.93
175	773	0.73
175	204	0.63
175	559	0.30
175	723	0.12
175	660	0.93
175	707	0.89
175	415	0.03
176	900	0.66
176	457	0.08
176	618	0.22
176	946	0.96
176	755	0.31
176	692	0.98
176	988	0.71
176	255	0.43
177	353	0.63
177	967	0.07
177	392	0.32
177	764	0.33
177	651	0.37
177	912	0.68
177	305	0.85
177	978	0.71
177	444	0.92
177	700	0.49
177	254	0.81
178	576	0.41
178	205	0.04
178	782	0.99
178	408	0.80
178	861	0.93
178	766	0.95
179	290	0.31
179	879	0.67
179	459	0.84
179	783	0.25
179	721	0.16
179	495	0.39
179	857	0.51
179	217	0.86
179	955	0.04
180	577	0.69
180	354	0.96
180	741	0.30
180	937	0.16
180	429	0.01
180	270	0.51
180	784	0.53
180	565	0.43
180	409	0.77
180	250	0.52
181	935	0.48
181	682	0.59
181	943	0.89
181	404	0.98
181	694	0.59
181	727	0.38
181	921	0.07
181	348	0.65
181	605	0.43
181	798	0.38
182	835	0.43
182	525	0.95
182	739	0.37
182	857	0.41
183	993	1.00
183	196	0.54
183	326	0.53
183	257	0.82
183	780	0.78
183	590	0.33
183	207	0.14
183	405	0.65
184	866	0.29
184	547	0.94
184	903	0.92
184	364	0.33
184	247	0.70
184	716	0.14
184	464	0.73
184	532	0.36
184	599	0.93
184	233	0.75
184	316	0.70
184	573	0.36
185	578	0.50
185	613	0.48
185	423	0.85
185	776	0.31
185	366	0.01
185	680	0.48
185	755	0.70
185	756	0.56
185	821	0.46
185	760	0.94
185	638	0.50
186	903	0.29
186	599	0.85
186	465	0.71
186	850	0.62
186	439	0.20
186	573	0.57
187	635	0.66
187	679	0.16
187	242	0.37
187	443	0.61
187	989	0.83
188	865	0.07
188	774	0.14
188	710	0.24
188	481	0.48
188	843	0.24
188	461	0.38
188	878	0.88
188	237	0.86
188	654	0.36
188	671	0.93
188	869	0.83
189	961	0.84
189	609	0.87
189	614	0.79
189	743	0.52
189	919	0.16
189	655	0.44
189	724	0.73
189	341	0.46
189	791	0.92
189	730	0.93
190	960	0.43
190	840	0.13
190	522	0.78
190	886	0.88
190	763	0.92
190	831	0.83
191	939	0.85
191	397	0.46
192	801	0.55
192	418	0.89
192	933	0.76
192	652	0.02
192	687	0.42
192	594	0.62
192	596	0.86
192	632	0.78
192	889	0.57
192	751	0.87
193	288	0.42
193	585	0.54
193	484	0.33
194	864	0.68
194	963	0.22
194	628	0.15
194	407	0.61
194	631	0.53
195	410	0.56
195	637	0.01
195	966	0.68
195	398	0.37
196	962	0.53
196	780	0.48
196	428	0.66
196	207	0.98
196	753	0.54
196	851	0.74
197	899	0.57
197	758	0.22
197	264	0.32
197	203	0.54
197	368	0.24
197	470	0.19
197	858	0.61
197	603	0.62
198	324	0.24
198	805	0.37
198	876	0.63
198	877	0.25
198	592	0.22
198	853	0.48
198	283	0.49
198	767	0.14
199	944	0.85
199	674	0.18
199	909	0.25
199	871	0.85
200	642	0.87
200	683	0.59
200	261	0.97
200	391	0.78
200	875	0.10
200	462	0.39
200	242	0.68
200	918	0.45
200	635	0.35
201	707	0.36
201	773	0.58
201	652	0.80
201	621	0.37
201	750	0.94
201	818	0.54
201	279	0.89
201	383	0.54
201	956	0.62
201	543	0.39
202	897	0.11
202	995	0.18
202	517	0.85
202	839	0.18
202	558	0.93
202	719	0.69
202	885	0.04
202	471	0.28
202	665	0.75
202	571	0.27
203	899	0.92
203	264	0.42
203	844	0.64
203	470	0.16
203	858	0.05
204	515	0.56
204	456	0.21
204	746	0.11
204	524	0.26
204	559	0.83
204	723	0.09
204	660	0.01
204	415	0.79
205	833	0.56
205	782	0.01
205	344	0.20
205	408	0.39
205	601	0.74
205	766	0.70
206	801	0.32
206	427	0.97
206	398	0.65
206	687	0.67
206	410	0.88
206	637	0.39
207	780	0.20
207	428	0.43
207	753	0.53
207	851	0.29
207	405	0.37
208	768	0.84
208	213	0.53
208	579	0.95
208	854	0.08
208	357	0.12
208	426	0.21
208	469	0.16
208	726	0.06
208	281	0.50
208	732	0.56
208	286	0.51
208	767	0.86
209	224	0.21
209	740	0.61
209	331	0.63
209	653	0.25
209	849	0.80
209	722	0.27
209	725	0.54
209	214	0.28
209	890	0.97
209	666	0.10
209	442	0.69
210	488	0.96
210	248	0.99
210	274	1.00
211	425	0.60
211	617	0.62
211	491	0.09
211	338	0.47
211	822	0.35
211	503	0.06
211	825	0.02
211	506	0.12
211	223	0.68
211	863	0.46
212	546	0.79
212	838	0.35
212	520	0.57
212	911	0.85
212	693	0.64
212	246	0.37
213	768	0.42
213	579	0.25
213	598	0.56
213	426	0.27
213	973	0.84
213	877	0.51
213	854	0.01
213	985	0.95
213	732	0.96
213	767	0.47
214	740	0.52
214	331	0.36
214	653	0.54
214	813	0.84
214	275	0.45
214	725	0.10
214	890	0.73
214	666	0.30
215	359	0.79
215	360	0.42
215	746	0.23
215	716	0.95
215	589	0.52
215	820	0.37
215	602	0.94
216	256	0.63
216	513	0.40
216	804	0.60
216	965	0.55
216	553	0.61
216	684	0.29
216	788	0.24
216	533	0.37
216	377	0.15
